plate_ID,age,EP_lat,EP_lon,EP_ang
101.0,0.0,0.0,0.0,0.0
101.0,1.0,-8.88463439573563,122.76660616342924,0.13476261347026217
101.0,2.0,-10.48614019817835,122.76318908043163,0.2731454099641789
101.0,3.0,-12.375355535086575,122.98074813770175,0.42069779019503173
101.0,4.0,-13.070970976249317,123.09226036285445,0.5765922596122544
101.0,5.0,-13.88488606202146,123.39441542423194,0.7376089684275433
101.0,6.0,-14.54938245040288,123.71218409919602,0.9036559492401355
101.0,7.0,-15.385558710463322,124.11718703335008,1.0851023521016967
101.0,8.0,-15.582219613960703,124.37108130299286,1.2762559964458478
101.0,9.0,-15.514089179012991,124.56644372163632,1.4766748976778392
101.0,10.0,-15.783152445234434,124.80232433208799,1.6842903267986542
101.0,11.0,-16.25458863846391,125.04470710562397,1.90006425871053
101.0,12.0,-17.132271036106346,125.2219090857455,2.134739362067452
101.0,13.0,-17.700816044154163,125.22677955900855,2.366312579084703
101.0,14.0,-17.88613613467205,125.04836135787338,2.5875222757010086
101.0,15.0,-17.620803546526524,124.66119303865688,2.781998039261872
101.0,16.0,-17.355463098665503,124.2420604863971,2.96225320094246
101.0,17.0,-17.316371706344647,123.93248095114046,3.135640873769462
101.0,18.0,-17.327433842724403,123.68799802010325,3.3155118621149655
101.0,19.0,-17.678630808117646,123.60711028868405,3.4953350692659457
101.0,20.0,-17.867598797527517,123.67491071060657,3.6777895326857184
101.0,21.0,-17.93407882895531,123.94930968358338,3.9050312722237797
101.0,22.0,-18.434480611992505,124.48946839980266,4.188427896577601
101.0,23.0,-18.4160217346075,125.00955550860421,4.452382989471569
101.0,24.0,-18.40123826603513,125.45622817480644,4.716781880601474
101.0,25.0,-18.365145253951603,126.01240310685374,4.999611831582248
101.0,26.0,-18.092682321109233,126.0798131826995,5.136253725185585
101.0,27.0,-17.85654634893001,126.1037154658832,5.25648742237838
101.0,28.0,-17.67360737335222,126.0771276479354,5.369248225219557
101.0,29.0,-17.648833133190795,125.97244386469418,5.478530870078145
101.0,30.0,-17.672812546505885,125.80417876380257,5.580366859288606
101.0,31.0,-17.883109699205008,125.69290075307836,5.698950157313401
101.0,32.0,-17.8568200159378,125.4968584778649,5.7884860817863615
101.0,33.0,-17.833361092007646,125.30260765199915,5.878003729603397
101.0,34.0,-17.6624078973477,125.18970747154003,5.981517680288161
101.0,35.0,-17.7715924808181,125.24972792270685,6.099003713840174
101.0,36.0,-17.878577662632743,125.30156806437074,6.216525833710482
101.0,37.0,-17.98351955809941,125.34568062217724,6.334078153067543
